222;181;146;123;134;188;166;209;156;180
222;181;105;123;134;162;166;209;156;180
222;181;105;123;134;162;166;209;156;180
222;181;105;123;134;162;166;209;156;180
192;181;105;123;134;162;166;209;156;180
192;181;105;123;134;162;166;209;114;180
192;181;105;123;134;162;166;209;114;180
192;181;105;123;134;162;166;209;114;180
192;181;105;123;108;162;166;209;114;147
192;181;105;123;108;162;166;209;114;147
192;152;105;123;108;162;166;209;114;147
192;152;105;123;108;162;166;209;114;147
192;152;105;123;108;162;166;209;114;147
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;80;136;166;209;114;108
192;152;105;69;80;136;166;209;114;108
192;152;105;69;80;136;166;209;114;108
192;120;105;69;80;136;166;209;114;108
192;120;105;69;80;136;166;209;114;108
192;120;105;69;80;136;166;209;114;108
192;120;105;69;80;136;166;209;114;108
192;120;105;69;80;136;166;209;114;108
192;120;146;69;80;136;166;209;114;108
192;120;146;69;80;136;166;171;114;108
222;120;146;69;80;136;166;171;114;108
196;120;146;69;80;162;166;171;114;108
196;120;146;69;80;162;166;141;114;108
196;120;146;69;80;162;166;141;114;108
196;120;146;69;80;162;166;141;114;108
196;120;146;69;80;162;124;141;114;108
196;120;146;69;80;162;124;141;114;108
196;148;146;69;80;162;124;141;114;142
196;148;146;69;80;162;124;141;156;142
196;148;146;69;106;162;124;141;156;180
196;148;105;69;106;162;124;141;156;180
196;148;105;123;106;162;124;141;156;180
196;148;105;123;106;162;124;141;156;180
196;148;105;123;106;162;124;141;156;180
196;148;105;123;106;136;124;141;156;180
196;148;105;123;106;136;124;141;156;180
196;148;105;123;106;136;124;141;156;180
196;148;105;123;106;136;124;141;156;180
166;148;105;123;106;136;124;141;156;180
166;148;105;123;106;136;124;141;156;180
166;148;105;123;106;136;124;141;156;147
166;120;105;123;106;136;124;141;114;147
166;120;105;123;106;136;124;141;114;147
166;120;105;123;106;136;124;141;114;147
166;120;105;123;106;136;124;141;114;147
166;120;105;123;80;136;124;141;114;147
166;120;105;123;80;136;124;141;114;108
166;120;105;123;80;136;124;141;114;108
166;120;105;123;80;136;124;141;114;108
166;120;105;69;80;136;124;141;114;108
166;120;105;69;80;136;124;141;114;108
166;120;105;69;108;136;124;141;114;108
166;120;105;69;108;136;124;141;114;108
166;120;105;69;108;136;124;141;114;108
166;120;105;69;108;136;124;141;114;108
166;120;105;69;108;136;124;141;114;108
166;120;105;69;108;136;124;141;114;108
166;152;105;69;108;136;124;141;114;108
166;152;105;69;108;162;124;171;114;108
192;152;105;69;108;162;124;171;114;108
192;152;105;69;108;162;124;171;114;108
192;152;105;69;108;162;124;209;114;108
192;152;105;69;108;162;124;209;114;108
192;152;105;69;108;162;124;209;114;108
192;152;105;69;108;162;124;209;114;108
192;152;105;69;108;162;124;209;114;108
192;152;105;69;108;162;124;209;114;108
192;152;105;69;108;162;166;209;114;108
192;152;105;69;108;162;166;209;114;108
192;120;105;69;80;162;166;209;114;108
192;120;146;69;80;162;166;209;114;108
192;120;146;69;80;162;166;209;114;108
192;120;146;69;80;162;166;209;114;108
166;120;146;69;80;162;166;179;114;108
166;120;146;69;80;136;166;179;114;108
166;120;146;69;80;136;166;179;114;108
166;120;146;69;80;136;166;141;114;108
196;120;146;69;80;162;166;141;114;108
196;120;146;69;80;162;166;141;114;108
196;120;146;69;80;162;166;141;114;108
196;120;146;69;80;162;166;141;114;108
196;148;146;69;80;162;166;141;114;108
196;148;105;69;80;162;166;141;114;142
196;148;105;69;80;162;124;141;114;142
196;148;105;69;80;162;124;141;114;142
196;148;105;69;80;162;124;141;114;180
196;148;105;69;80;162;124;141;114;180
196;148;105;69;80;162;124;141;156;180
196;148;105;69;80;162;124;141;156;180
196;148;105;69;106;162;124;141;156;180
196;148;105;123;106;136;124;141;156;180
196;148;105;123;106;136;124;141;156;180
196;148;105;123;106;136;124;141;156;180
196;148;105;123;106;136;124;141;156;180
196;148;105;123;106;136;124;141;156;180
166;120;105;123;106;136;124;141;156;147
166;120;105;123;106;136;124;141;156;147
166;120;105;123;106;136;124;141;156;147
166;120;105;123;106;136;124;141;156;147
166;120;105;123;106;136;124;141;156;147
166;120;105;123;106;136;124;141;114;147
166;120;105;123;106;136;124;141;114;147
166;120;105;123;106;136;124;141;114;108
166;120;105;123;106;136;124;141;114;108
166;120;105;123;106;136;124;141;114;108
166;120;105;123;80;136;124;141;114;108
166;120;105;123;80;136;124;141;114;108
166;120;105;123;80;136;124;141;114;108
166;120;105;69;80;136;124;141;114;108
166;120;105;69;80;136;124;171;114;108
166;120;105;69;108;136;124;171;114;108
192;120;105;69;108;136;124;171;114;108
192;120;105;69;108;136;124;171;114;108
192;152;105;69;108;136;124;171;114;108
192;152;105;69;108;136;124;171;114;108
192;152;105;69;108;136;124;171;114;108
192;152;105;69;108;136;124;171;114;108
192;152;105;69;108;136;124;171;114;108
192;152;105;69;108;136;124;209;114;108
192;152;105;69;108;136;124;209;114;108
192;152;105;69;108;136;124;209;114;108
192;152;105;69;108;136;124;209;114;108
192;152;146;69;108;162;124;209;114;108
192;152;146;69;108;162;124;209;114;108
192;152;146;69;108;162;124;179;114;108
166;120;146;69;108;162;166;179;114;108
166;120;146;69;108;162;166;179;114;108
166;120;146;69;108;162;166;179;114;108
166;120;146;69;80;162;166;179;114;108
166;120;146;69;80;162;166;179;114;108
166;120;146;69;80;162;166;179;114;108
166;120;146;69;80;162;166;179;114;108
166;120;146;69;80;162;166;179;114;108
166;120;146;69;80;188;166;141;114;108
196;120;105;69;80;188;166;141;114;108
196;148;105;69;80;188;166;141;114;108
196;148;105;69;80;188;166;141;114;108
196;148;105;69;80;188;166;141;114;142
196;148;105;69;80;162;166;141;114;142
196;148;105;69;80;162;166;141;114;142
196;148;105;69;80;162;166;141;114;142
196;148;105;69;80;162;124;141;114;180
196;148;105;69;80;162;124;141;114;180
196;148;105;69;80;162;124;141;114;180
196;148;105;69;80;162;124;141;114;180
196;148;105;69;80;162;124;141;114;180
196;148;105;69;80;136;124;141;156;180
196;148;105;69;80;136;124;141;156;180
196;148;105;69;80;136;124;141;156;180
